//|================================================================|
//| Zythe CashShop Editor                                          |
//| Credit: Zyth3/louis                          [skype:tec-facil] |
//|================================================================|
//Cat	ID	Main	Item	Coin	Price	Bonus	PBase1	PBase2	PBase3	PBase4	PBase5	PBase6	PBase7	PBase8	PBase9	PBase10	PMain1	PMain2	PMain3	PMain4	PMain5	PMain6	PMain7	PMain8	PMain9	PMain10	Comment
62	151	151	1	0	100	0	1510	0	0	0	0	0	0	0	0	0	1510	0	0	0	0	0	0	0	0	0	// Devil Square Ticket
62	152	152	1	0	100	0	1520	0	0	0	0	0	0	0	0	0	1520	0	0	0	0	0	0	0	0	0	// Blood Castle Ticket
62	153	153	1	0	100	0	1530	0	0	0	0	0	0	0	0	0	1530	0	0	0	0	0	0	0	0	0	// Kalima Ticket
62	154	154	1	0	150	0	1540	0	0	0	0	0	0	0	0	0	1540	0	0	0	0	0	0	0	0	0	// Demon
62	155	155	1	0	150	0	1550	0	0	0	0	0	0	0	0	0	1550	0	0	0	0	0	0	0	0	0	// Spirit of Guardian
62	156	156	1	0	150	0	1560	0	0	0	0	0	0	0	0	0	1560	0	0	0	0	0	0	0	0	0	// Pet Rudolf
62	157	157	1	0	150	0	1570	0	0	0	0	0	0	0	0	0	1570	0	0	0	0	0	0	0	0	0	// Pet Rudolf
62	158	158	1	0	150	0	1580	0	0	0	0	0	0	0	0	0	1580	0	0	0	0	0	0	0	0	0	// Snowman Transformation Ring
62	159	159	1	0	150	0	1590	0	0	0	0	0	0	0	0	0	1590	0	0	0	0	0	0	0	0	0	// Panda Ring
62	160	160	1	0	150	0	1600	0	0	0	0	0	0	0	0	0	1600	0	0	0	0	0	0	0	0	0	// Pet Panda
62	161	161	1	0	150	0	1610	0	0	0	0	0	0	0	0	0	1610	0	0	0	0	0	0	0	0	0	// Pet Unicorn
62	162	162	1	0	150	0	1620	0	0	0	0	0	0	0	0	0	1620	0	0	0	0	0	0	0	0	0	// Pet Skeleton
62	163	163	1	0	150	0	1630	0	0	0	0	0	0	0	0	0	1630	0	0	0	0	0	0	0	0	0	// Skeleton Transformation Ring
62	164	164	1	0	150	0	1640	0	0	0	0	0	0	0	0	0	1640	0	0	0	0	0	0	0	0	0	// Open Access Ticket to Varka
62	165	165	1	0	150	0	1650	0	0	0	0	0	0	0	0	0	1650	0	0	0	0	0	0	0	0	0	// Open Access Ticket to Varka Ma
62	166	166	1	0	150	0	1660	0	0	0	0	0	0	0	0	0	1660	0	0	0	0	0	0	0	0	0	// Open Access Ticket to Doppelga
62	167	167	1	0	150	0	1670	0	0	0	0	0	0	0	0	0	1670	0	0	0	0	0	0	0	0	0	// Moonstone Pendant
63	110	110	1	0	50	0	1100	0	0	0	0	0	0	0	0	0	1100	0	0	0	0	0	0	0	0	0	// Scroll of FireBurst
63	111	111	1	0	50	0	1110	0	0	0	0	0	0	0	0	0	1110	0	0	0	0	0	0	0	0	0	// Scroll of Summon
63	112	112	1	0	50	0	1120	0	0	0	0	0	0	0	0	0	1120	0	0	0	0	0	0	0	0	0	// Scroll of Critical Damage
63	113	113	1	0	50	0	1130	0	0	0	0	0	0	0	0	0	1130	0	0	0	0	0	0	0	0	0	// Scroll of Electric Spark
63	114	114	1	0	50	0	1140	0	0	0	0	0	0	0	0	0	1140	0	0	0	0	0	0	0	0	0	// Scroll of Fire Scream
63	115	115	1	0	50	0	1150	0	0	0	0	0	0	0	0	0	1150	0	0	0	0	0	0	0	0	0	// Scroll of Hellfire
63	116	116	1	0	50	0	1160	0	0	0	0	0	0	0	0	0	1160	0	0	0	0	0	0	0	0	0	// Scroll of Aqua Beam
63	117	117	1	0	50	0	1170	0	0	0	0	0	0	0	0	0	1170	0	0	0	0	0	0	0	0	0	// Scroll of Cometfall
63	118	118	1	0	50	0	1180	0	0	0	0	0	0	0	0	0	1180	0	0	0	0	0	0	0	0	0	// Scroll of Inferno
63	119	119	1	0	50	0	1190	0	0	0	0	0	0	0	0	0	1190	0	0	0	0	0	0	0	0	0	// Scroll of Teleport Ally
63	120	120	1	0	50	0	1200	0	0	0	0	0	0	0	0	0	1200	0	0	0	0	0	0	0	0	0	// Scroll of Soul Barrier
63	121	121	1	0	50	0	1210	0	0	0	0	0	0	0	0	0	1210	0	0	0	0	0	0	0	0	0	// Scroll of Decay
63	122	122	1	0	50	0	1220	0	0	0	0	0	0	0	0	0	1220	0	0	0	0	0	0	0	0	0	// Scroll of Ice Storm
63	123	123	1	0	50	0	1230	0	0	0	0	0	0	0	0	0	1230	0	0	0	0	0	0	0	0	0	// Scroll of Nova
63	124	124	1	0	50	0	1240	0	0	0	0	0	0	0	0	0	1240	0	0	0	0	0	0	0	0	0	// Lightning Shock Parchment
63	125	125	1	0	50	0	1250	0	0	0	0	0	0	0	0	0	1250	0	0	0	0	0	0	0	0	0	// Damage Reflection Parchment
63	126	126	1	0	50	0	1260	0	0	0	0	0	0	0	0	0	1260	0	0	0	0	0	0	0	0	0	// Sleep Parchment
63	127	127	1	0	50	0	1270	0	0	0	0	0	0	0	0	0	1270	0	0	0	0	0	0	0	0	0	// Weakness Parchment
63	128	128	1	0	50	0	1280	0	0	0	0	0	0	0	0	0	1280	0	0	0	0	0	0	0	0	0	// Innovation Parchment
63	129	129	1	0	50	0	1290	0	0	0	0	0	0	0	0	0	1290	0	0	0	0	0	0	0	0	0	// Scroll of Wizardry Enhance
63	130	130	1	0	50	0	1300	0	0	0	0	0	0	0	0	0	1300	0	0	0	0	0	0	0	0	0	// Scroll of Gigantic Storm
63	131	131	1	0	50	0	1310	0	0	0	0	0	0	0	0	0	1310	0	0	0	0	0	0	0	0	0	// Chain Driver Parchment
63	132	132	1	0	50	0	1320	0	0	0	0	0	0	0	0	0	1320	0	0	0	0	0	0	0	0	0	// Dark Side Parchment
63	133	133	1	0	50	0	1330	0	0	0	0	0	0	0	0	0	1330	0	0	0	0	0	0	0	0	0	// Dragon Lore Parchment
63	134	134	1	0	50	0	1340	0	0	0	0	0	0	0	0	0	1340	0	0	0	0	0	0	0	0	0	// Dragon Slayer Parchment
63	135	135	1	0	50	0	1350	0	0	0	0	0	0	0	0	0	1350	0	0	0	0	0	0	0	0	0	// Red Armor Ignore Parchment
63	136	136	1	0	50	0	1360	0	0	0	0	0	0	0	0	0	1360	0	0	0	0	0	0	0	0	0	// Fitness Parchment
63	137	137	1	0	50	0	1370	0	0	0	0	0	0	0	0	0	1370	0	0	0	0	0	0	0	0	0	// Defense Rate Parchment
63	138	138	1	0	50	0	1380	0	0	0	0	0	0	0	0	0	1380	0	0	0	0	0	0	0	0	0	// Summon of Scroll
64	168	168	1	0	150	0	1680	0	0	0	0	0	0	0	0	0	1680	0	0	0	0	0	0	0	0	0	// Seal of Ascension
64	169	169	1	0	150	0	1690	0	0	0	0	0	0	0	0	0	1690	0	0	0	0	0	0	0	0	0	// Seal of Wealth
64	170	170	1	0	150	0	1700	0	0	0	0	0	0	0	0	0	1700	0	0	0	0	0	0	0	0	0	// Seal of Sustenance
64	171	171	1	0	150	0	1710	0	0	0	0	0	0	0	0	0	1710	0	0	0	0	0	0	0	0	0	// Seal of Mobility
64	172	172	1	0	150	0	1720	0	0	0	0	0	0	0	0	0	1720	0	0	0	0	0	0	0	0	0	// Seal of Healing
64	173	173	1	0	150	0	1730	0	0	0	0	0	0	0	0	0	1730	0	0	0	0	0	0	0	0	0	// Seal of Divinity
64	174	174	1	0	150	0	1740	0	0	0	0	0	0	0	0	0	1740	0	0	0	0	0	0	0	0	0	// Talisman of Guardian
64	175	175	1	0	150	0	1750	0	0	0	0	0	0	0	0	0	1750	0	0	0	0	0	0	0	0	0	// Talisman of Item Protection
64	176	176	1	0	150	0	1760	0	0	0	0	0	0	0	0	0	1760	0	0	0	0	0	0	0	0	0	// Master Seal of Ascension
64	177	177	1	0	150	0	1770	0	0	0	0	0	0	0	0	0	1770	0	0	0	0	0	0	0	0	0	// Master Seal of Wealth
64	178	178	1	0	150	0	1780	0	0	0	0	0	0	0	0	0	1780	0	0	0	0	0	0	0	0	0	// Party EXP Scroll
64	179	179	1	0	150	0	1790	0	0	0	0	0	0	0	0	0	1790	0	0	0	0	0	0	0	0	0	// Max AG Boost Aura
64	180	180	1	0	150	0	1800	0	0	0	0	0	0	0	0	0	1800	0	0	0	0	0	0	0	0	0	// Max SD Boost Aura
64	181	181	1	0	150	0	1810	0	0	0	0	0	0	0	0	0	1810	0	0	0	0	0	0	0	0	0	// Hawk Figurine
64	182	182	1	0	150	0	1820	0	0	0	0	0	0	0	0	0	1820	0	0	0	0	0	0	0	0	0	// Goat Figurine
64	183	183	1	0	150	0	1830	0	0	0	0	0	0	0	0	0	1830	0	0	0	0	0	0	0	0	0	// Oak Charm
64	184	184	1	0	150	0	1840	0	0	0	0	0	0	0	0	0	1840	0	0	0	0	0	0	0	0	0	// Maple Charm
64	185	185	1	0	150	0	1850	0	0	0	0	0	0	0	0	0	1850	0	0	0	0	0	0	0	0	0	// Golden Oak Charm
64	186	186	1	0	150	0	1860	0	0	0	0	0	0	0	0	0	1860	0	0	0	0	0	0	0	0	0	// Golden Maple Charm
end
