0
//EventName         DropZen   ItemDropRate   ItemDropCount   SetItemDropRate   ItemDropType   Fireworks	
"Erohim"	         1000	   100		            3		        0		            0		   0
end

1
//Section   Type   MinLevel   MaxLevel   Skill   Luck   Option   Excellent

9           45     0          7          1       1      1        1
9           46     0          7          1       1      1        1
9           48     0          7          1       1      1        1
9           49     0          7          1       1      1        1
9           50     0          7          1       1      1        1
9           51     0          7          1       1      1        1
9           52     0          7          1       1      1        1
9           73     0          7          1       1      1        1
10          29     0          7          1       1      1        1
10          30     0          7          1       1      1        1
10          31     0          7          1       1      1        1
10          32     0          7          1       1      1        1
10          33     0          7          1       1      1        1
10          43     0          7          1       1      1        1
10          44     0          7          1       1      1        1
10          45     0          7          1       1      1        1
10          46     0          7          1       1      1        1
10          47     0          7          1       1      1        1
10          48     0          7          1       1      1        1
10          49     0          7          1       1      1        1
10          50     0          7          1       1      1        1
10          51     0          7          1       1      1        1
10          52     0          7          1       1      1        1
11          29     0          7          1       1      1        1
11          30     0          7          1       1      1        1
11          31     0          7          1       1      1        1
11          32     0          7          1       1      1        1
11          33     0          7          1       1      1        1
11          43     0          7          1       1      1        1
11          44     0          7          1       1      1        1
11          45     0          7          1       1      1        1
11          46     0          7          1       1      1        1
11          47     0          7          1       1      1        1
11          48     0          7          1       1      1        1
11          49     0          7          1       1      1        1
11          50     0          7          1       1      1        1
11          51     0          7          1       1      1        1
11          52     0          7          1       1      1        1
11          73     0          7          1       1      1        1


0           22     0          7          1       1      0        2
0           23     0          7          1       1      0        2
0           24     0          7          1       1      0        2
0           25     0          7          1       1      0        2
0           26     0          7          1       1      0        2
0           27     0          7          1       1      0        2
0           28     0          7          1       1      0        2
0           35     0          7          1       1      0        2
2           14     0          7          1       1      0        2
2           16     0          7          1       1      0        2
2           17     0          7          1       1      0        2
4           21     0          7          1       1      0        2
4           23     0          7          1       1      0        2
5           12     0          7          1       1      0        2
5           19     0          7          1       1      0        2
5           20     0          7          1       1      0        2
5           30     0          7          1       1      0        2
5           31     0          7          1       1      0        2
6           17     0          7          1       1      0        2
6           18     0          7          1       1      0        2
6           19     0          7          1       1      0        2
6           20     0          7          1       1      0        2
6           21     0          7          1       1      0        2
7           29     0          7          1       1      0        2
7           30     0          7          1       1      0        2
7           31     0          7          1       1      0        2
7           32     0          7          1       1      0        2
7           43     0          7          1       1      0        2
7           44     0          7          1       1      0        2
7           45     0          7          1       1      0        2
7           46     0          7          1       1      0        2
7           49     0          7          1       1      0        2
7           50     0          7          1       1      0        2
7           51     0          7          1       1      0        2
7           52     0          7          1       1      0        2
7           73     0          7          1       1      0        2
8           29     0          7          1       1      0        2
8           30     0          7          1       1      0        2
8           31     0          7          1       1      0        2
8           32     0          7          1       1      0        2
8           33     0          7          1       1      0        2
8           43     0          7          1       1      0        2
8           44     0          7          1       1      0        2
8           45     0          7          1       1      0        2
8           46     0          7          1       1      0        2
8           47     0          7          1       1      0        2
8           48     0          7          1       1      0        2
8           49     0          7          1       1      0        2
8           50     0          7          1       1      0        2
8           51     0          7          1       1      0        2
8           52     0          7          1       1      0        2
8           73     0          7          1       1      0        2
9           29     0          7          1       1      0        2
9           30     0          7          1       1      0        2
9           31     0          7          1       1      0        2
9           32     0          7          1       1      0        2
9           33     0          7          1       1      0        2
9           43     0          7          1       1      0        2
9           44     0          7          1       1      0        2
9           45     0          7          1       1      0        2
9           46     0          7          1       1      0        2
9           48     0          7          1       1      0        2
9           49     0          7          1       1      0        2
9           50     0          7          1       1      0        2
9           51     0          7          1       1      0        2
9           52     0          7          1       1      0        2
9           73     0          7          1       1      0        2
10          29     0          7          1       1      0        2
10          30     0          7          1       1      0        2
10          31     0          7          1       1      0        2
10          32     0          7          1       1      0        2
10          33     0          7          1       1      0        2
10          43     0          7          1       1      0        2
10          44     0          7          1       1      0        2
10          45     0          7          1       1      0        2
10          46     0          7          1       1      0        2
10          47     0          7          1       1      0        2
10          48     0          7          1       1      0        2
10          49     0          7          1       1      0        2
10          50     0          7          1       1      0        2
10          51     0          7          1       1      0        2
10          52     0          7          1       1      0        2
11          29     0          7          1       1      0        2
11          30     0          7          1       1      0        2
11          31     0          7          1       1      0        2
11          32     0          7          1       1      0        2
11          33     0          7          1       1      0        2
11          43     0          7          1       1      0        2
11          44     0          7          1       1      0        2
11          45     0          7          1       1      0        2
11          46     0          7          1       1      0        2
11          47     0          7          1       1      0        2
11          48     0          7          1       1      0        2
11          49     0          7          1       1      0        2
11          50     0          7          1       1      0        2
11          51     0          7          1       1      0        2
11          52     0          7          1       1      0        2
11          73     0          7          1       1      0        2


0           22     0          7          1       1      0        3
0           23     0          7          1       1      0        3
0           24     0          7          1       1      0        3
0           25     0          7          1       1      0        3
0           26     0          7          1       1      0        3
0           27     0          7          1       1      0        3
0           28     0          7          1       1      0        3
0           35     0          7          1       1      0        3
2           14     0          7          1       1      0        3
2           16     0          7          1       1      0        3
2           17     0          7          1       1      0        3
4           21     0          7          1       1      0        3
4           23     0          7          1       1      0        3
5           12     0          7          1       1      0        3
5           19     0          7          1       1      0        3
5           20     0          7          1       1      0        3
5           30     0          7          1       1      0        3
5           31     0          7          1       1      0        3
6           17     0          7          1       1      0        3
6           18     0          7          1       1      0        3
6           19     0          7          1       1      0        3
6           20     0          7          1       1      0        3
6           21     0          7          1       1      0        3
7           29     0          7          1       1      0        3
7           30     0          7          1       1      0        3
7           31     0          7          1       1      0        3
7           32     0          7          1       1      0        3
7           43     0          7          1       1      0        3
7           44     0          7          1       1      0        3
7           45     0          7          1       1      0        3
7           46     0          7          1       1      0        3
7           49     0          7          1       1      0        3
7           50     0          7          1       1      0        3
7           51     0          7          1       1      0        3
7           52     0          7          1       1      0        3
7           73     0          7          1       1      0        3
8           29     0          7          1       1      0        3
8           30     0          7          1       1      0        3
8           31     0          7          1       1      0        3
8           32     0          7          1       1      0        3
8           33     0          7          1       1      0        3
8           43     0          7          1       1      0        3
8           44     0          7          1       1      0        3
8           45     0          7          1       1      0        3
8           46     0          7          1       1      0        3
8           47     0          7          1       1      0        3
8           48     0          7          1       1      0        3
8           49     0          7          1       1      0        3
8           50     0          7          1       1      0        3
8           51     0          7          1       1      0        3
8           52     0          7          1       1      0        3
8           73     0          7          1       1      0        3
9           29     0          7          1       1      0        3
9           30     0          7          1       1      0        3
9           31     0          7          1       1      0        3
9           32     0          7          1       1      0        3
9           33     0          7          1       1      0        3
9           43     0          7          1       1      0        3
9           44     0          7          1       1      0        3
9           45     0          7          1       1      0        3
9           46     0          7          1       1      0        3
9           48     0          7          1       1      0        3
9           49     0          7          1       1      0        3
9           50     0          7          1       1      0        3
9           51     0          7          1       1      0        3
9           52     0          7          1       1      0        3
9           73     0          7          1       1      0        3
10          29     0          7          1       1      0        3
10          30     0          7          1       1      0        3
10          31     0          7          1       1      0        3
10          32     0          7          1       1      0        3
10          33     0          7          1       1      0        3
10          43     0          7          1       1      0        3
10          44     0          7          1       1      0        3
10          45     0          7          1       1      0        3
10          46     0          7          1       1      0        3
10          47     0          7          1       1      0        3
10          48     0          7          1       1      0        3
10          49     0          7          1       1      0        3
10          50     0          7          1       1      0        3
10          51     0          7          1       1      0        3
10          52     0          7          1       1      0        3
11          29     0          7          1       1      0        3
11          30     0          7          1       1      0        3
11          31     0          7          1       1      0        3
11          32     0          7          1       1      0        3
11          33     0          7          1       1      0        3
11          43     0          7          1       1      0        3
11          44     0          7          1       1      0        3
11          45     0          7          1       1      0        3
11          46     0          7          1       1      0        3
11          47     0          7          1       1      0        3
11          48     0          7          1       1      0        3
11          49     0          7          1       1      0        3
11          50     0          7          1       1      0        3
11          51     0          7          1       1      0        3
11          52     0          7          1       1      0        3
11          73     0          7          1       1      0        3

// - No luck no option

0           22     0          7          0       0      1        1
0           23     0          7          0       0      1        1
0           24     0          7          0       0      1        1
0           25     0          7          0       0      1        1
0           26     0          7          0       0      1        1
0           27     0          7          0       0      1        1
0           28     0          7          0       0      1        1
0           35     0          7          0       0      1        1
2           14     0          7          0       0      1        1
2           16     0          7          0       0      1        1
2           17     0          7          0       0      1        1
4           21     0          7          0       0      1        1
4           23     0          7          0       0      1        1
5           12     0          7          0       0      1        1
5           19     0          7          0       0      1        1
5           20     0          7          0       0      1        1
5           30     0          7          0       0      1        1
5           31     0          7          0       0      1        1
6           17     0          7          0       0      1        1
6           18     0          7          0       0      1        1
6           19     0          7          0       0      1        1
6           20     0          7          0       0      1        1
6           21     0          7          0       0      1        1
7           29     0          7          0       0      1        1
7           30     0          7          0       0      1        1
7           31     0          7          0       0      1        1
7           32     0          7          0       0      1        1
7           43     0          7          0       0      1        1
7           44     0          7          0       0      1        1
7           45     0          7          0       0      1        1
7           46     0          7          0       0      1        1
7           49     0          7          0       0      1        1
7           50     0          7          0       0      1        1
7           51     0          7          0       0      1        1
7           52     0          7          0       0      1        1
7           73     0          7          0       0      1        1
8           29     0          7          0       0      1        1
8           30     0          7          0       0      1        1
8           31     0          7          0       0      1        1
8           32     0          7          0       0      1        1
8           33     0          7          0       0      1        1
8           43     0          7          0       0      1        1
8           44     0          7          0       0      1        1
8           45     0          7          0       0      1        1
8           46     0          7          0       0      1        1
8           47     0          7          0       0      1        1
8           48     0          7          0       0      1        1
8           49     0          7          0       0      1        1
8           50     0          7          0       0      1        1
8           51     0          7          0       0      1        1
8           52     0          7          0       0      1        1
8           73     0          7          0       0      1        1
9           29     0          7          0       0      1        1
9           30     0          7          0       0      1        1
9           31     0          7          0       0      1        1
9           32     0          7          0       0      1        1
9           33     0          7          0       0      1        1
9           43     0          7          0       0      1        1
9           44     0          7          0       0      1        1
9           45     0          7          0       0      1        1
9           46     0          7          0       0      1        1
9           48     0          7          0       0      1        1
9           49     0          7          0       0      1        1
9           50     0          7          0       0      1        1
9           51     0          7          0       0      1        1
9           52     0          7          0       0      1        1
9           73     0          7          0       0      1        1
10          29     0          7          0       0      1        1
10          30     0          7          0       0      1        1
10          31     0          7          0       0      1        1
10          32     0          7          0       0      1        1
10          33     0          7          0       0      1        1
10          43     0          7          0       0      1        1
10          44     0          7          0       0      1        1
10          45     0          7          0       0      1        1
10          46     0          7          0       0      1        1
10          47     0          7          0       0      1        1
10          48     0          7          0       0      1        1
10          49     0          7          0       0      1        1
10          50     0          7          0       0      1        1
10          51     0          7          0       0      1        1
10          52     0          7          0       0      1        1
11          29     0          7          0       0      1        1
11          30     0          7          0       0      1        1
11          31     0          7          0       0      1        1
11          32     0          7          0       0      1        1
11          33     0          7          0       0      1        1
11          43     0          7          0       0      1        1
11          44     0          7          0       0      1        1
11          45     0          7          0       0      1        1
11          46     0          7          0       0      1        1
11          47     0          7          0       0      1        1
11          48     0          7          0       0      1        1
11          49     0          7          0       0      1        1
11          50     0          7          0       0      1        1
11          51     0          7          0       0      1        1
11          52     0          7          0       0      1        1
11          73     0          7          0       0      1        1


0           22     0          7          0       0      0        2
0           23     0          7          0       0      0        2
0           24     0          7          0       0      0        2
0           25     0          7          0       0      0        2
0           26     0          7          0       0      0        2
0           27     0          7          0       0      0        2
0           28     0          7          0       0      0        2
0           35     0          7          0       0      0        2
2           14     0          7          0       0      0        2
2           16     0          7          0       0      0        2
2           17     0          7          0       0      0        2
4           21     0          7          0       0      0        2
4           23     0          7          0       0      0        2
5           12     0          7          0       0      0        2
5           19     0          7          0       0      0        2
5           20     0          7          0       0      0        2
5           30     0          7          0       0      0        2
5           31     0          7          0       0      0        2
6           17     0          7          0       0      0        2
6           18     0          7          0       0      0        2
6           19     0          7          0       0      0        2
6           20     0          7          0       0      0        2
6           21     0          7          0       0      0        2
7           29     0          7          0       0      0        2
7           30     0          7          0       0      0        2
7           31     0          7          0       0      0        2
7           32     0          7          0       0      0        2
7           43     0          7          0       0      0        2
7           44     0          7          0       0      0        2
7           45     0          7          0       0      0        2
7           46     0          7          0       0      0        2
7           49     0          7          0       0      0        2
7           50     0          7          0       0      0        2
7           51     0          7          0       0      0        2
7           52     0          7          0       0      0        2
7           73     0          7          0       0      0        2
8           29     0          7          0       0      0        2
8           30     0          7          0       0      0        2
8           31     0          7          0       0      0        2
8           32     0          7          0       0      0        2
8           33     0          7          0       0      0        2
8           43     0          7          0       0      0        2
8           44     0          7          0       0      0        2
8           45     0          7          0       0      0        2
8           46     0          7          0       0      0        2
8           47     0          7          0       0      0        2
8           48     0          7          0       0      0        2
8           49     0          7          0       0      0        2
8           50     0          7          0       0      0        2
8           51     0          7          0       0      0        2
8           52     0          7          0       0      0        2
8           73     0          7          0       0      0        2
9           29     0          7          0       0      0        2
9           30     0          7          0       0      0        2
9           31     0          7          0       0      0        2
9           32     0          7          0       0      0        2
9           33     0          7          0       0      0        2
9           43     0          7          0       0      0        2
9           44     0          7          0       0      0        2
9           45     0          7          0       0      0        2
9           46     0          7          0       0      0        2
9           48     0          7          0       0      0        2
9           49     0          7          0       0      0        2
9           50     0          7          0       0      0        2
9           51     0          7          0       0      0        2
9           52     0          7          0       0      0        2
9           73     0          7          0       0      0        2
10          29     0          7          0       0      0        2
10          30     0          7          0       0      0        2
10          31     0          7          0       0      0        2
10          32     0          7          0       0      0        2
10          33     0          7          0       0      0        2
10          43     0          7          0       0      0        2
10          44     0          7          0       0      0        2
10          45     0          7          0       0      0        2
10          46     0          7          0       0      0        2
10          47     0          7          0       0      0        2
10          48     0          7          0       0      0        2
10          49     0          7          0       0      0        2
10          50     0          7          0       0      0        2
10          51     0          7          0       0      0        2
10          52     0          7          0       0      0        2
11          29     0          7          0       0      0        2
11          30     0          7          0       0      0        2
11          31     0          7          0       0      0        2
11          32     0          7          0       0      0        2
11          33     0          7          0       0      0        2
11          43     0          7          0       0      0        2
11          44     0          7          0       0      0        2
11          45     0          7          0       0      0        2
11          46     0          7          0       0      0        2
11          47     0          7          0       0      0        2
11          48     0          7          0       0      0        2
11          49     0          7          0       0      0        2
11          50     0          7          0       0      0        2
11          51     0          7          0       0      0        2
11          52     0          7          0       0      0        2
11          73     0          7          0       0      0        2


0           22     0          7          0       0      0        3
0           23     0          7          0       0      0        3
0           24     0          7          0       0      0        3
0           25     0          7          0       0      0        3
0           26     0          7          0       0      0        3
0           27     0          7          0       0      0        3
0           28     0          7          0       0      0        3
0           35     0          7          0       0      0        3
2           14     0          7          0       0      0        3
2           16     0          7          0       0      0        3
2           17     0          7          0       0      0        3
4           21     0          7          0       0      0        3
4           23     0          7          0       0      0        3
5           12     0          7          0       0      0        3
5           19     0          7          0       0      0        3
5           20     0          7          0       0      0        3
5           30     0          7          0       0      0        3
5           31     0          7          0       0      0        3
6           17     0          7          0       0      0        3
6           18     0          7          0       0      0        3
6           19     0          7          0       0      0        3
6           20     0          7          0       0      0        3
6           21     0          7          0       0      0        3
7           29     0          7          0       0      0        3
7           30     0          7          0       0      0        3
7           31     0          7          0       0      0        3
7           32     0          7          0       0      0        3
7           43     0          7          0       0      0        3
7           44     0          7          0       0      0        3
7           45     0          7          0       0      0        3
7           46     0          7          0       0      0        3
7           49     0          7          0       0      0        3
7           50     0          7          0       0      0        3
7           51     0          7          0       0      0        3
7           52     0          7          0       0      0        3
7           73     0          7          0       0      0        3
8           29     0          7          0       0      0        3
8           30     0          7          0       0      0        3
8           31     0          7          0       0      0        3
8           32     0          7          0       0      0        3
8           33     0          7          0       0      0        3
8           43     0          7          0       0      0        3
8           44     0          7          0       0      0        3
8           45     0          7          0       0      0        3
8           46     0          7          0       0      0        3
8           47     0          7          0       0      0        3
8           48     0          7          0       0      0        3
8           49     0          7          0       0      0        3
8           50     0          7          0       0      0        3
8           51     0          7          0       0      0        3
8           52     0          7          0       0      0        3
8           73     0          7          0       0      0        3
9           29     0          7          0       0      0        3
9           30     0          7          0       0      0        3
9           31     0          7          0       0      0        3
9           32     0          7          0       0      0        3
9           33     0          7          0       0      0        3
9           43     0          7          0       0      0        3
9           44     0          7          0       0      0        3
9           45     0          7          0       0      0        3
9           46     0          7          0       0      0        3
9           48     0          7          0       0      0        3
9           49     0          7          0       0      0        3
9           50     0          7          0       0      0        3
9           51     0          7          0       0      0        3
9           52     0          7          0       0      0        3
9           73     0          7          0       0      0        3
10          29     0          7          0       0      0        3
10          30     0          7          0       0      0        3
10          31     0          7          0       0      0        3
10          32     0          7          0       0      0        3
10          33     0          7          0       0      0        3
10          43     0          7          0       0      0        3
10          44     0          7          0       0      0        3
10          45     0          7          0       0      0        3
10          46     0          7          0       0      0        3
10          47     0          7          0       0      0        3
10          48     0          7          0       0      0        3
10          49     0          7          0       0      0        3
10          50     0          7          0       0      0        3
10          51     0          7          0       0      0        3
10          52     0          7          0       0      0        3
11          29     0          7          0       0      0        3
11          30     0          7          0       0      0        3
11          31     0          7          0       0      0        3
11          32     0          7          0       0      0        3
11          33     0          7          0       0      0        3
11          43     0          7          0       0      0        3
11          44     0          7          0       0      0        3
11          45     0          7          0       0      0        3
11          46     0          7          0       0      0        3
11          47     0          7          0       0      0        3
11          48     0          7          0       0      0        3
11          49     0          7          0       0      0        3
11          50     0          7          0       0      0        3
11          51     0          7          0       0      0        3
11          52     0          7          0       0      0        3
11          73     0          7          0       0      0        3

end
